Hybridization REF	TCGA-07-0249-20A-01R-1107-07
PLXNA1	0.3533
KIAA0100	0.1606
PMF1	-0.7275
FNDC1	0.169
HS2ST1	-0.160416666666667
CRELD2	0.30875
C8G	-1.269
CD82	3.1555
LIM2	-0.515
UNQ6490	0.334
MMP16	0.2685
DRD3	-0.09875
C5orf26	-1.332
C11orf73	-0.59275
PTP4A2	0.718
OR4M2	0.094
HPCA	1.06766666666667
SEC14L1	-0.465
CHFR	-4.16575
EMILIN1	-0.384625
NDUFS4	0.60925
COL18A1	-3.323125
PDZD3	0.0018
C9orf16	0.480166666666667
ERBB2IP	0.0935
EMX2	0.5175
FUS	-0.8575
TF	-4.3183
CLCN4	1.34233333333333
CXorf56	-0.742
C11orf72	-0.13425
ELAC2	-1.46316666666667
NPR1	-1.78025
ASS1	-0.306666666666667
USP42	-0.232125
POLR2J	-0.425
SEC23IP	0.851166666666667
UQCRC1	0.5965
LOC729603	0.108
C1orf71	-0.506
POLG	-1.058
ADAM23	0.24475
TFR2	0.11225
RICTOR	-1.0343
MGC39606	0.2155
C19orf55	-0.135375
SNAPC1	1.05483333333333
GNA11	0.55425
CCDC52	0.011
FSIP1	0.9585
UPF3A	0.385875
IGSF11	-1.31233333333333
LAGE3	0.40975
CHST6	-1.579
UNC13B	-1.03725
TTLL4	-0.664875
ZNF687	-0.33325
SDC2	0.2667
COX7A2	-0.565
LAMB4	0.015
FAM24A	0.766
LRRTM3	-0.4825
GPHB5	0.24725
OR4C13	0.347
EIF3EIP	0.0242142857142857
HABP4	0.888
TMEM125	-3.01
CNTN2	-0.121
ASNSD1	0.0505
FUT4	-0.347
ACF	-1.739
LOC158381	0.3855
CDH8	0.1115
AGPS	-0.849
C4orf18	-2.1395
PECI	-0.3535
UNG	-0.593375
GSTP1	-0.910875
DCUN1D5	-1.475
DKFZP564J0863	0.211
SLC9A3R1	-1.774
BCDO2	-0.949375
CHMP7	0.6925
REM2	-0.32
DNHD1	-0.0155
FKBP4	-0.654
ZNF350	-1.825
MGC11102	0.632375
BST1	0.1585
KISS1R	0.6675
NCR2	0.162
DEFB125	0.445
UBE2W	1.05975
KRT15	-1.602125
C10orf99	0.107
SCN11A	0.174375
GFI1	-3.20525
RDHE2	-0.569166666666667
FHL1	-0.602166666666667
OSGEP	-1.34383333333333
GATA1	-3.64233333333333
SMC6	-0.68425
TTTY14	-0.79975
LPIN3	0.155
RPL4	-0.7791
RBPMS	0.7571
PRPF3	-0.437
EMR1	1.2455
SPATA19	0.083
XCR1	-0.083
IRX3	0.6775
RBM6	-1.31625
KLF4	-1.2333
UNC5CL	-2.57175
SEBOX	0.2945
BTK	-2.55175
KRCC1	0.93325
C6orf27	0.07
SYTL5	-0.1125
PRND	0.187571428571429
LOC653319	-0.38
PIGL	0.02575
HUS1	0.754
SFRS6	-1.6725
C17orf77	0.3915
UIMC1	-0.2375
FXYD2	-1.294
LOC283152	0.48475
ZNF667	-1.356
ZCCHC12	-0.50325
TFEC	0.0546
ATP7B	-1.84066666666667
POLD2	-0.950666666666667
RG9MTD1	-0.55225
ACOT2	-0.0481666666666667
HIST1H4I	-0.796875
PPARGC1A	0.487
ETFA	-0.7116
POLRMT	0.02225
ZNF146	-0.672125
MIA2	-0.3535
KLHL6	-3.9055
HOXB5	-1.275125
NENF	0.6885
CUGBP1	-0.15675
PRSS22	-0.5495
CASC4	1.4806
CUL4B	1.2737
CENPJ	-0.929
PITX1	-0.058
FLJ31033	0.791833333333333
CELSR3	0.232666666666667
ZNF568	-2.16675
ITSN1	0.03375
EHBP1L1	0.454
C19orf2	-0.60325
DCTN1	-0.2675
LIN28B	-2.1085
TNKS2	0.8455
C1QBP	-0.684875
CADPS2	1.41725
SRMS	-0.005
GJA9	0.096
MGC24975	-2.162
TRIM45	-0.659833333333333
TSP50	0.159
TCP1	-0.1335
TMED7	1.2215
CMA1	0.6465
CENPL	-0.371833333333333
PTCRA	0.041
FST	-2.634
VWCE	-2.798
PAWR	-2.3105
ABCC12	0.292333333333333
LDLR	1.2945
ASTN2	1.4625
LOC441212	0.393625
GPATCH8	-0.3905
TANC2	-0.159916666666667
KIF4A	-0.70225
C18orf18	-0.738
PGM1	0.34925
KIAA0258	0.28375
CPD	0.8845
SNCAIP	-1.621
DCT	-3.2265
HLA-DOA	0.659590909090909
OR11L1	0.456
UPK1B	0.118166666666667
DNAJB4	0.00325
UGT1A8	-0.17375
HIST1H4L	0.102
PECR	-0.250333333333333
HSPA2	1.81925
WFIKKN1	-2.5015
SERP1	-0.155125
SYDE2	-0.30925
TACR2	-0.075
NUP85	-0.1905
CD177	-0.213833333333333
LGR5	-0.9275
PIGG	-0.0300833333333333
PTHR1	-1.866
RAB5A	0.4581
FLJ13224	0.4565
USP9Y	-0.464
C7orf53	-1.088
LRP1B	0.696
XAF1	-0.9851
ABCG8	-0.4345
ANKDD1A	-0.0993333333333333
DAND5	-1.6315
SPAG6	0.424166666666667
LINCR	0.57225
ZDHHC22	-0.88675
CCDC60	0.5805
THOC7	-1.09633333333333
TCTA	0.759
OR8K3	-0.1455
NY-REN-7	-0.14825
B2M	1.43633333333333
C6orf141	-1.04175
LPPR4	5.16675
SQLE	-0.340625
SEPHS1	-0.967
BTBD14B	0.663428571428571
PLRG1	0.127
SPG7	-0.598125
ZNF614	-0.465666666666667
PARD6G	-0.987
INPP5B	0.0098
GRPEL2	0.16275
PPID	-0.7922
TRIM56	-0.542
UBE2J1	0.77175
IL20RA	-0.52725
LOC387856	0.89375
C1orf107	0.167583333333333
UTS2R	0.7555
C19orf22	-0.79375
SAFB2	-0.232875
KIAA0652	0.532625
KLRG1	0.612166666666667
MS4A8B	0.149666666666667
FRAG1	-0.4725
KIAA1546	-0.76775
E2F4	-0.5268
CLEC4M	0.200333333333333
BTBD14A	-1.13875
KIAA0999	-0.611
GYPA	-2.5616
TAC1	-0.2039
TRAIP	-0.241333333333333
KIAA0232	0.386
ERCC8	0.522875
GPX4	0.53975
KIAA0368	0.5635
GPR157	-0.827166666666666
CTAGE4	-1.5525
C9orf30	1.677
OR52A1	0.195
HSP90B3P	0.486
ALG9	-0.5983
BTBD10	1.10875
SDK2	-0.0253333333333333
BAIAP3	-1.64925
RABGGTB	-0.385875
ANKRD40	-0.5235
KRT74	0.2665
CALCOCO2	0.365357142857143
SNCA	-1.9005
TMSL8	-2.474375
C2orf53	0.596
ESRRB	0.02575
ARHGAP26	-0.73125
TDRD9	-2.90725
HRAS	0.6255
KLRC4	-0.733
JAGN1	-0.135333333333333
BSDC1	-0.26075
RNF43	-1.8881
NDUFAF1	0.16925
PHF12	0.30175
OR1L3	0.3675
FOLR2	0.176666666666667
LYZL6	0.236833333333333
tcag7.1260	3.6725
WSB1	-1.17466666666667
PROS1	1.3311
OSTN	0.171
PSMB8	0.195
SOCS4	0.501375
DDIT4L	5.63125
MAS1	-0.0995
MGC34796	0.16225
CSHL1	0.1435
TBCCD1	-1.00633333333333
ZBTB7C	-0.043
AP2S1	1.39325
P15RS	-0.6166
VAT1	0.4141
SHANK3	-1.0205
TUFM	-0.362666666666667
THEG	-0.34975
KRT34	3.887
SGSM3	-0.445
TOMM22	0.383625
SOCS3	1.35833333333333
CPO	-0.1545
POP4	0.73075
BHLHB3	3.28325
MALL	-1.56825
OR1B1	0.2335
PARK2	0.08
GPR124	-1.64925
LCE1E	0.0215
RUVBL2	-1.1385
CGRRF1	1.513
ACPL2	0.3685
WNT10B	-1.10225
BAIAP2L2	-2.467625
ISCA1	-0.0285
C1orf125	0.122625
RPAP1	-0.6195
RAI16	-0.3405
RPL27	-0.283875
NLRP9	0.419
EPN1	0.0845
LOC388610	-0.288
SLC35A1	-0.0556
GAL	-4.8945
SLC14A2	0.05875
RDH11	0.582166666666667
FAM138F	-0.4015
AUH	-0.49775
FLJ40243	0.433
C14orf129	0.892
MBD2	-0.9565
ABHD14B	-0.23575
PIGT	0.914625
ALS2CR4	0.53
ALAS1	0.6214
FOXO1	-1.22
CRLF3	-0.091625
C20orf107	0.1195
FARS2	-0.247
CCDC28A	-0.12725
NPHP3	0.29175
OR13F1	0.226
TSEN54	-1.35725
DEFB106B	0.3932
OR8B4	0.452
STH	-0.01
ZC3H14	0.117
CBX2	-0.366
TMEM49	-0.32
C6orf21	0.324
FLJ20920	0.27575
CRTAP	0.962071428571428
DDX50	0.249
STYXL1	0.2575
BLVRB	0.748833333333333
LOC147650	1.513
MMP24	0.6105
GRID1	-0.777666666666667
BANF1	0.4005
CTAGEP	-0.81775
HMBS	-1.723
SLC25A24	-1.25083333333333
C14orf50	0.5225
MRO	-0.2605
SLC25A15	-0.6615
FAM84B	-2.1896
TDP1	1.0915
C16orf78	-0.0818333333333333
C11orf57	-0.91575
RFK	0.4025
ZFYVE9	0.793875
STCH	1.2235
WIBG	-0.4595
LOC283871	-0.752666666666667
GBA2	-0.6966
NDUFB3	0.3745
HSD17B13	-0.022
GRIN3A	0.4875
FMNL1	-1.8145
SEPT7	-0.1233
GNLY	1.2085
GRAMD1C	0.391166666666667
ZNF165	-2.96975
USP38	0.51875
FAM83A	-2.179
C14orf24	0.19475
ARMCX3	0.7585
ARHGDIB	-3.85316666666667
AK1	0.637875
KIAA1045	0.46225
DNAJB13	0.1055
NEU2	0.224
HIST1H4B	-0.166166666666667
FAM20B	0.1075
HES2	-0.0972142857142857
FAM73B	-0.5105
LOC388381	0.08525
INTS7	-0.379181818181818
AMPH	2.4635
ZNF775	0.01025
UCKL1	-0.6205
C10orf97	1.08525
C1orf161	0.10125
ALDH1L1	-0.68175
FLJ39378	0.23725
SLC23A1	-0.7385
RBM4B	-0.093
THAP4	0.3455
OGFRL1	0.44025
KIAA0831	-0.08575
PPP1R15A	-0.243333333333333
C1orf96	0.419857142857143
C12orf11	-1.38525
BMF	-1.304375
MAN1A1	0.424375
KIAA1600	0.249
NLGN4X	-2.43775
ALOX12	-0.284
RB1CC1	0.4856
NEIL2	1.2422
EIF4E	0.160863636363636
ABHD5	0.4055
EXOC4	1.18583333333333
CIP29	0.195666666666667
BATF2	-0.1405
SLC29A4	0.21325
HTR4	0.07675
EMB	-3.90275
TRAF6	0.14625
LMNB1	-1.3465
FAM19A5	-2.84025
SHE	-0.4395
PIK3C2B	-3.83625
C15orf15	-0.5848
USP15	0.2192
TCEAL2	-0.3945
C5orf39	-0.202833333333333
PTGER2	1.6665
SLC31A1	0.4605
IFT172	-0.34525
ADAM29	0.17425
GFOD1	-1.388
ST7L	0.548166666666667
C15orf26	-1.233
PKN3	-1.83025
CNTD1	0.952
COMMD1	0.68175
NTRK2	0.0429166666666667
FOXN3	-0.9565
MFGE8	-0.2911
PFKFB2	-0.085
TAS2R4	0.26075
ENTHD1	-0.297166666666667
PRMT5	-1.606625
MGC16384	-1.005
LOC442229	0.23825
TSKU	-0.437375
KRTCAP3	-2.819125
PDLIM1	0.5207
KCNS2	0.22975
RNF126	0.00416666666666667
CEP63	0.647125
CLIC4	1.150375
hCG_1990170	-0.5455
ACR	0.0393
KLK7	0.0965
ALOX5AP	-1.4975
RIPK3	-0.6535
TAS2R9	0.183
C19orf18	-0.737
BIRC6	-0.662214285714286
ZNF16	-0.491
RFT1	-0.43375
SLC8A2	-0.67875
TACC1	1.344875
ITGAD	1.22275
SAMHD1	0.848
SH3PXD2B	0.729
EPC2	0.05975
C20orf85	0.175625
ATP13A2	-0.231833333333333
KRT4	0.561125
CAPNS1	0.35625
MDM2	0.223333333333333
PCDH20	0.435
KCNK9	0.3725
OR2C1	0.0905
KLHDC3	-1.33233333333333
IPPK	-0.401
EFHD2	-0.03425
GALR3	0.77225
NBEA	0.182333333333333
ABCA6	-0.1672
CLDN3	-3.113
AKT2	-0.285285714285714
EGFR	0.7514
RBM16	0.185125
ZDHHC3	0.3172
SLC25A4	-1.159
CYB5B	-0.304333333333333
CPXM1	-1.14325
NDRG1	1.53846153846154
FLJ43826	0.28375
OR5L2	0.0883333333333333
FARP2	0.3085
MRPL46	0.0150833333333333
LDHAL6B	0.0566666666666667
MAPKAPK3	0.171666666666667
NCAM2	-0.79675
PRKD2	-0.7985
ZFP36L1	0.9374
CYSLTR1	-1.19025
OR4C3	0.309
HIST1H2AJ	-1.128
CCNB2	-0.598444444444444
ZNF10	-1.995125
TMEM175	0.469
FAM134A	0.125666666666667
TIGD4	0.341
PCNP	0.15225
MGC39715	0.3785
LQK1	1.0065
CREB1	0.5993
TMPRSS3	-2.891
C4orf32	0.492
LAT	1.80416666666667
KCNA3	0.828
SKIV2L2	-0.63225
ROPN1B	-3.783
tcag7.23	-1.583
CDT1	-1.92475
ZHX2	-0.923625
CD28	-6.11025
ZNF624	-0.00749999999999999
SEPT2	-0.167666666666667
SOHLH2	-0.27725
MCOLN3	-0.456125
UNQ1945	0.543
MASP2	-0.5025
ZNRF3	-0.2163
GPATCH3	-0.393
AGL	0.4995
QRICH2	-0.0765
PSD4	-1.505
CCNB1IP1	-1.6785
ENPP7	0.45825
OBFC1	0.978
KCNG3	-0.9235
C14orf79	0.0235
ENPEP	-0.8325
SCT	-0.013
SKI	0.260875
SEC61G	0.45625
CAPN11	0.2515
ATXN7L3	-0.24275
DBNDD1	-1.1835
FAIM	0.489
ANKRD36	-0.494
GABRP	-0.401833333333333
TACSTD2	-4.08216666666667
EIF3J	-0.71375
PPP2R2A	0.13375
TEKT4	0.551166666666667
PVALB	-3.28583333333333
F10	-2.90616666666667
FAM134C	0.301
COMP	-0.0435
EFCBP1	-0.00168749999999997
SCLT1	0.641875
TAL1	-1.5131
ACSL1	2.12625
ABCC5	-0.705916666666667
ABL1	0.0215
RBBP7	-0.222583333333333
PTPRG	-0.279625
NCOR1	-0.5088
SPINK4	0.2995
TXNRD1	0.533
TNRC15	0.205375
C9orf138	0.4355
UBE2H	1.06916666666667
BRDT	-0.0876666666666667
C8orf31	0.48625
CCNE2	-0.0157272727272727
SLC6A8	-0.281375
CALCR	-4.06475
PPP1CB	0.300333333333333
ABHD8	0.31875
ARF5	-0.0397
SLC24A4	0.46475
CCT3	-0.67275
ZNF121	0.251875
SLC3A2	-1.1405
OR13A1	0.225
SLC5A10	-0.2035
RAD50	-0.456
IER5	-0.180125
MTHFD1L	-0.374625
MBTPS2	0.4085
MVK	0.604875
NCL	-0.6745
PSMD10	-0.157
MOBP	0.271625
FLJ32894	-0.4945
HRH1	2.48166666666667
C5orf30	-0.4475
NUDT16L1	-0.8299
RASGRP3	-0.407833333333333
PRKRIP1	-0.5437
CCDC75	1.0105
LOC253970	0.9185
KIAA1239	0.04075
MED21	0.811
SYT11	3.82183333333333
NTSR2	0.0755
EGFL11	0.7615
CXorf59	0.023
OR2A25	0.103
SPTBN2	-1.72075
LRMP	-2.31266666666667
RNF111	0.6095
PTH	-0.0515
LOC619208	1.81633333333333
KIAA0895	0.032
RANBP5	0.8315
P2RY10	-0.256666666666667
NME5	2.67916666666667
DDX21	-1.12375
LRSAM1	-0.6145
HDAC11	-0.755166666666667
VMO1	0.2625
NOLA2	-0.0943333333333333
ADAR	-0.253583333333333
MTO1	-1.1815
SF4	-0.351666666666667
P2RX1	-0.131666666666667
HBM	-0.061
EN2	0.785
C14orf172	-0.2745
TM9SF2	0.6775
INHBE	0.227833333333333
TCTE3	0.3645
TOX2	-0.26375
CTAGE3	-0.378375
HBB	1.6006
MED15	-0.722166666666667
CASR	0.1755
C6orf66	-0.0386666666666667
MTPN	1.886625
UNC50	0.102
C21orf33	-0.406625
IRF2	0.863875
PGR	-2.2354
GPR84	2.88975
CROCCL1	-3.5075
SRPX	2.1445
BRE	1.0475
FGF10	-0.1035
SDC3	-2.39366666666667
ZRSR1	-0.759333333333333
DKFZP434P211	-0.332375
SOX6	-0.2715
RPUSD2	-0.52225
C14orf173	0.305916666666667
MAPK11	0.061
TBC1D22A	0.273
FAM123A	-0.139
COL4A6	-1.02283333333333
TOMM70A	0.04775
NAB1	1.523125
MGC16385	-0.38775
TSPAN18	-0.679166666666667
MED31	1.0765
PLG	-0.21375
CAPSL	0.557
ZNF532	0.2494
ASB14	0.79575
CA8	-3.08875
NUDT16P	-0.4055
SLFN11	-0.3145
LRRIQ2	0.383625
NOL7	-0.424
BRMS1L	-1.06875
JARID1A	0.504833333333333
PANK2	-1.16775
ICAM3	0.054
MDS1	0.0945
TAF8	-0.08725
RNF139	-0.37075
ZNF594	-1.83866666666667
ADAM8	2.7755
SFTPC	1.863875
MAN2B2	0.27
RGS12	0.3774375
EIF1AY	-1.87583333333333
LRRIQ1	0.4625
GPR150	0.9405
CCDC21	-0.948666666666667
PRRG3	0.06975
SAA4	-4.22525
RAPGEF5	-0.032625
ZCCHC2	-0.162166666666667
MGC39372	-0.6175
PPP4R2	0.151333333333333
CDCA2	0.366833333333333
OR4D5	0.349833333333333
PTGFRN	1.199
SIGLEC5	-0.386833333333333
C19orf61	-1.13733333333333
NMUR2	0.179
KIAA1586	-0.0516666666666667
DAGLA	0.199833333333333
CHCHD6	-0.2995
GPR32	0.28
NEUROD6	0.0563333333333333
SLC2A4RG	-0.6484375
CA5B	-0.5105
FBXL3	1.30925
MPHOSPH9	-0.80675
HMG2L1	0.7555
HCN4	0.7835
CEACAM19	-0.524
SH2D4B	0.121333333333333
HFE2	0.003
TGM4	0.204833333333333
LYPD2	0.20475
TBC1D15	-0.2875
MRPS21	-0.7873
NONO	-0.8077
CLEC5A	-0.10275
ITCH	0.0734
MGAT3	-3.53833333333333
MBP	-1.9255
RPP25	-1.966
SOSTDC1	-1.601
HRC	-1.65675
TRIM48	0.0825
TMEM133	0.349
ECEL1P2	-0.8145
HOXC11	-0.172
DOK5	-0.73325
HELZ	-1.11066666666667
LOC348180	-0.3165
MGC33894	0.19925
ADRB3	0.1445
DMD	-0.654
PTRH2	-0.228
MPEG1	0.493833333333333
NDUFA12	-0.779333333333333
KRTAP2-4	0.245166666666667
STAMBPL1	0.298
ADCY2	-1.21033333333333
UNQ6125	0.5545
KLHL20	0.0505
SRM	-0.448
OTC	0.015
TMIE	-0.264833333333333
SNX8	0.33825
LIPK	0.4175
CHURC1	-0.3955
KLC2	0.199833333333333
HDAC1	-0.997833333333333
FAM128A	0.212333333333333
FNDC3B	0.9482
MTCP1	-0.0365
WFDC10B	0.4389
PCDHGB3	0.2525
ATRNL1	-1.6646
CAV2	0.21525
MED26	-0.0326666666666667
DUS1L	-0.92075
CHRM3	-1.512125
NEK9	-0.23525
WARS2	0.605
TBX22	-0.1015
TOMM40	-0.40575
RP6-213H19.1	-1.08583333333333
TUBGCP5	0.302
IGSF6	0.107
TPPP	0.2285
UNQ6190	0.091
GSTM5	0.870125
BTD	0.00650000000000001
PDCD1LG2	1.31266666666667
SNRPB2	-1.41816666666667
ERICH1	0.5005
APOA4	-1.115
HOXA11	-0.00275
NARG1	-0.004125
MKX	-0.33375
RAB28	0.646428571428571
PKP3	-3.486
SH3GL2	-0.46525
CTSO	2.8725
RPN2	0.5234375
IL28RA	-0.88
SFMBT1	-0.342
WDR57	-1.3325
FER1L3	1.61866666666667
HSF5	-0.0475
TTC9B	0.375
C4BPA	-2.23516666666667
ALB	-4.404
SORBS3	0.444625
UPF2	0.3945
JPH1	0.2695
AGBL2	-0.4225
DOPEY1	-0.5375
TERF1	-0.5195
KIF22	-0.675
NINJ1	0.27075
SEC61A2	0.44925
HIST1H1D	-0.248666666666667
SFXN4	-0.426875
UCP3	-0.3424
ZNF703	0.282
MYL6B	0.701
TREM1	3.7525
OR52E6	0.2695
CKMT2	0.3165
HLA-C	1.717625
SLC13A3	-2.9395
TIMP4	2.86975
SLIT2	-0.15225
RSF1	-0.621222222222222
LONRF1	0.0305
MON1A	0.724666666666667
CACNG6	-1.28833333333333
DPPA4	-6.11216666666667
ZSWIM3	0.745
ZNF804A	1.21883333333333
CCIN	1.1045
SLC25A31	0.41825
KCNMB4	-0.632
RABL5	0.282625
GALNS	0.0807
STX6	-0.449125
HIST1H1C	-2.2665
CIDEB	-1.211375
CASP4	-0.374833333333333
PDK3	0.2425
KCNJ11	0.3255
TPR	-1.182375
ZSCAN20	0.0835
MTX2	-0.000499999999999999
HIST1H2BH	-1.018
LOC283767	-0.64575
LYRM7	-0.5275
BRD3	-0.0788333333333333
HIST1H2BO	-1.64775
MAGEB10	0.946
SLC45A1	1.85625
SERPINA3	-3.5922
KIAA0143	0.3285
KCNJ16	0.223833333333333
KRT79	0.0935
FABP2	-0.378
NUT	0.258
ZNF57	-0.6375
FBXL4	0.52925
CLEC9A	-0.3535
UGT8	2.32416666666667
BMP2K	0.5755
MAPK4	-3.08425
SLC25A23	-1.1578
HINT1	0.3436
KRTAP13-1	0.4495
SFXN5	-0.2406
CHCHD2	0.282666666666667
FAM3D	-0.4525
NDP	2.888125
RHOBTB1	-0.0148333333333333
SLC4A4	1.70875
RPL38	-0.52875
HTF9C	-0.770333333333333
AP2A2	-0.243125
ZBTB46	0.0615
MAP7D1	1.034125
AOX1	1.522
CYR61	-0.5555
DTNA	1.9075
JRKL	0.3395
TMOD3	0.23925
EEA1	-0.4131
ADCK5	-0.98825
IL1R1	1.49316666666667
KLK3	0.351142857142857
HRSP12	0.32775
KTN1	0.39325
LOH11CR2A	-0.2058
RELL2	-0.15125
MAB21L1	1.5685
C20orf59	-0.284166666666667
PHKB	-0.6265
ADAM2	-1.20966666666667
TBC1D8B	3.03916666666667
FAM13A1	0.3735
LAPTM4B	-1.2985
LCN8	0.143
TMEM147	0.5995
SYT4	-0.157833333333333
XPO7	0.175
C9orf62	1.34325
GPR75	-0.122
TRIM5	0.931
APOC1	-4.61933333333333
RNASE4	-1.39333333333333
PARD6B	-2.95175
ARID1A	-0.699
TPD52L3	0.3117
RRAGB	0.431833333333333
RCN2	0.012
HIST2H2BE	-1.2071875
STARD7	-0.81675
SHMT2	-0.99425
KIAA1751	0.0283333333333333
MLYCD	-0.71825
LOC162632	-0.4946
UQCRH	-0.495
RP11-217H1.1	0.5841875
SDHA	-1.00016666666667
NCLN	-0.638
ZNF17	-0.335833333333333
RCBTB2	-3.3365
VEGFB	0.5465
RP4-747L4.3	-0.82775
COLQ	-0.109
MPN2	-0.624166666666667
DRG2	-0.827
KLRB1	0.3395
ALPK2	-0.8065
DNASE2B	-0.05325
FLJ23834	-0.571833333333333
AXUD1	-0.478333333333333
SAFB	-0.2423
NSUN4	0.018
RFX2	0.791666666666667
MAPK8IP1	0.166166666666667
FANCD2	-0.933142857142857
ANKZF1	-2.41783333333333
C19orf50	-0.33825
DUSP8	0.312375
SENP5	0.0235
NFKBIL2	-0.49725
LBR	-1.1165
IGFL1	0.4125
LZTS2	0.806
IL2RG	-0.9915
CCDC51	0.30575
KLF3	-0.71525
ANKRD37	-0.27925
KCTD14	-2.23183333333333
FZR1	0.569083333333333
SLC44A4	-1.1646
ESPL1	0.08375
GMPR2	-1.1502
TBC1D19	1.0485
ERGIC1	1.57488888888889
ERBB4	-1.2617
TSPAN32	0.00816666666666666
MAP4	0.302
GPHN	0.104
SLC6A2	0.16125
HIVEP1	-0.187
DFFB	-0.5682
EIF4EBP2	-0.83975
DMRT1	1.1535
HSPB6	-0.1065
IER2	-1.26
AIFM1	-0.6955
WWC2	0.481166666666667
MRPL4	-0.147
FLJ21062	0.117666666666667
EPB41L4A	-1.08833333333333
SH2D6	0.40275
TAF4B	-0.7075
GAL3ST3	-0.2285
MALT1	-0.106833333333333
RTDR1	0.64875
ARVCF	-1.889375
MEX3B	-0.38
FBXO16	1.6085
KIF7	0.61925
C1QC	0.320333333333333
ZNF783	-1.10816666666667
ZNF85	-3.147
MMP13	-0.3815
KIAA0329	0.27525
RTP3	0.4505
ZBED3	-1.89775
CLGN	1.14825
SLC25A37	0.102208333333333
hCG_18290	-0.539
OR5AS1	0.359
SMARCC2	0.566083333333333
FAM109A	-0.146666666666667
CCDC12	-1.356
USF2	0.288
DEPDC7	-0.6815
C20orf24	0.595666666666667
JMJD3	-0.0095
DSP	-4.72535714285714
SLIC1	0.39775
FAM20A	-1.96775
IRF2BP2	-0.604125
ZNF230	0.742
MSN	0.499857142857143
SLC9A5	1.065
EPDR1	2.5249
MUSK	0.448
ZNF434	-1.69033333333333
